order_item_id,order_id,product_id,quantity,unit_price
272,104,40,4,496.68
273,105,85,2,446.02
274,105,116,4,499.37
275,105,41,4,574.12
276,105,137,3,704.57
277,105,146,1,19.08
278,106,137,4,704.57
279,106,29,2,474.32
280,107,138,1,126.38
281,107,142,1,758.12
282,108,133,2,53.99
283,109,8,1,611.79
284,109,9,1,185.56
285,109,3,1,302.94
286,110,15,3,715.52
287,110,7,1,797.36
288,110,39,3,467.56
289,111,39,2,467.56
290,112,1,3,229.43
291,113,61,4,0.0
292,114,142,1,758.12
293,115,135,3,457.51
294,115,48,1,107.37
295,115,33,3,680.29
296,115,17,1,658.83
297,115,16,1,170.96
298,116,136,4,254.21
299,116,17,2,658.83
300,117,41,4,574.12
301,117,6,2,498.94
302,117,63,4,82.09
303,118,41,1,574.12
304,118,91,2,425.2
305,118,96,3,385.9
306,118,75,2,421.56
307,119,136,3,254.21
308,119,130,2,778.31
309,119,6,3,498.94
310,119,58,2,558.64
311,119,28,1,487.27
312,120,50,3,370.89
313,120,135,1,457.51
314,120,66,2,484.78
315,121,62,2,302.99
316,121,24,2,767.98
317,122,128,4,383.45
318,122,84,1,322.57
319,122,100,1,110.82
320,122,25,1,50.04
321,122,119,3,443.26
322,123,73,1,757.68
323,123,31,2,682.52
324,123,107,3,22.07
325,124,139,3,322.53
326,125,56,2,783.92
327,125,130,4,778.31
328,126,105,2,462.17
329,126,11,4,117.66
330,126,94,1,610.92
331,126,6,1,498.94
332,126,87,2,353.29
333,127,102,2,378.83
334,127,23,1,701.6
335,127,7,2,797.36
336,127,99,2,707.47
337,128,109,3,382.69
338,128,144,1,507.04
339,128,37,3,253.77
340,128,54,1,119.66
341,129,105,2,462.17
342,129,12,3,452.49
343,130,17,1,658.83
344,130,75,4,421.56
345,130,74,2,429.76
346,130,147,4,630.5
347,130,47,4,434.59
348,131,23,3,701.6
349,131,134,2,14.54
350,131,76,1,571.36
351,131,38,3,272.91
352,132,111,1,781.01
353,132,104,1,556.7
354,133,80,2,752.51
355,133,144,2,507.04
356,134,73,1,757.68
357,135,141,2,664.67
358,136,19,4,582.15
359,136,56,1,783.92
360,136,4,2,636.38
361,136,144,3,507.04
362,137,131,1,318.76
363,137,70,2,318.37
364,137,11,2,133.45
365,138,129,2,356.8
366,138,52,3,457.95
367,138,20,1,511.22
368,138,21,1,658.67
369,139,46,4,566.86
370,139,134,2,14.54
371,139,51,3,521.96
372,139,150,3,484.06
373,140,106,1,256.39
374,140,34,1,369.27
375,140,36,4,495.03
376,140,89,4,164.51
377,141,68,4,636.26
378,141,18,2,315.84
379,141,50,3,370.89
380,141,51,2,521.96
381,141,52,4,457.95
382,142,42,4,458.23
383,142,1,3,229.43
384,142,98,4,569.99
385,142,29,3,474.32
386,142,57,2,268.77
387,143,37,4,253.77
388,144,102,4,378.83
389,145,24,2,767.98
390,145,126,2,101.97
391,146,110,2,335.07
392,146,60,2,602.69
393,147,140,4,80.4
394,147,110,4,335.07
395,147,104,4,556.7
396,147,31,4,682.52
397,147,117,2,723.89
398,148,84,4,431.32
399,148,41,3,498.36
400,148,23,4,701.6
401,149,84,4,431.32
402,149,146,1,19.08
403,150,10,1,364.78
404,150,85,2,446.02
405,151,132,3,660.44
406,151,142,4,758.12
407,151,17,1,658.83
408,151,22,4,759.83
409,151,73,2,757.68
410,152,71,4,326.37
411,152,98,4,569.99
412,152,20,2,511.22
413,152,17,4,658.83
414,153,82,2,558.31
415,153,135,3,457.51
416,153,1,3,229.43
417,153,103,4,163.53
418,153,48,3,107.37
419,154,69,4,678.97
420,154,65,4,748.34
421,154,47,3,434.59
422,155,57,1,268.77
423,155,50,2,370.89
424,155,140,3,80.4
425,155,147,3,630.5
426,156,88,3,581.3
427,156,136,1,254.21
428,157,5,3,459.8
429,157,83,2,48.92
430,157,125,1,60.95
431,158,134,2,14.54
432,158,86,1,35.23
433,159,94,4,610.92
434,159,55,1,472.02
435,160,73,1,757.68
436,161,144,1,507.04
437,161,16,2,170.96
438,161,34,3,369.27
439,161,123,2,717.17
440,162,138,2,126.38
441,162,114,3,709.75
442,162,72,3,248.19
443,162,77,3,0.0
444,163,22,4,759.83
445,164,19,2,582.15
446,164,61,1,0.0
447,165,26,3,266.42
448,165,73,4,757.68
449,166,75,2,421.56
450,166,106,2,256.39
451,166,39,3,467.56
452,166,2,1,536.34
453,167,2,1,536.34
454,167,79,1,499.3
455,168,104,2,556.7
456,168,133,3,53.99
457,168,23,3,701.6
458,168,117,3,723.89
459,169,98,4,569.99
460,169,142,2,758.12
461,169,62,1,302.99
462,169,27,2,470.69
463,170,84,2,431.32
464,171,150,2,484.06
465,171,20,2,511.22
466,171,78,2,789.72
467,172,107,4,22.07
468,172,32,4,176.75
469,172,126,4,101.97
470,173,47,4,434.59
471,174,120,4,163.71
472,174,135,3,457.51
473,174,128,2,383.45
474,174,29,1,474.32
475,174,55,1,472.02
476,175,120,4,163.71
477,175,133,2,53.99
478,175,129,3,356.8
479,175,130,3,778.31
480,175,146,4,19.08
481,176,147,3,630.5
482,176,83,2,57.87
483,176,29,1,341.21
484,176,118,2,361.9
485,176,18,3,315.84
486,177,148,4,777.04
487,178,30,2,466.19
488,178,54,4,119.66
489,179,34,2,369.27
490,180,55,3,472.02
491,180,10,4,364.78
492,181,73,1,757.68
493,181,46,1,566.86
494,182,74,3,429.76
495,182,97,3,799.31
496,182,33,1,680.29
497,182,5,1,459.8
498,182,50,2,370.89
499,183,37,3,253.77
500,184,20,2,511.22
501,184,40,1,496.68
502,184,7,3,797.36
503,185,110,2,335.07
504,185,6,3,498.94
505,185,106,1,256.39
506,185,59,3,402.24
507,186,93,3,-549.02
508,186,104,3,556.7
509,186,128,3,383.45
510,186,145,3,229.11
511,186,116,4,499.37
512,187,143,1,488.21
513,188,103,2,163.53
514,188,71,1,326.37
515,188,24,1,767.98
516,188,126,3,101.97
517,189,27,2,470.69
518,189,64,1,123.33
519,189,14,3,754.03
520,189,119,3,443.26
521,190,91,1,425.2
522,190,115,1,769.44
523,190,110,2,335.07
524,190,65,2,748.34
525,190,128,4,383.45
526,191,122,1,444.14
527,191,5,3,459.8
528,192,120,1,163.71
529,192,32,3,176.75
530,192,65,1,748.34
531,192,10,3,364.78
532,193,77,2,0.0
533,193,128,2,383.45
534,193,102,4,378.83
535,193,136,4,254.21
536,193,127,3,349.21
537,194,60,3,602.69
538,194,45,2,157.83
539,195,18,3,315.84
540,196,106,1,256.39
541,197,61,3,0.0
542,198,22,4,759.83
543,199,140,4,80.4
544,200,147,3,630.5
545,200,113,1,149.56
546,201,49,1,186.12
547,201,98,4,569.99
548,202,144,4,507.04
549,202,130,4,778.31
550,202,39,1,467.56
551,202,119,3,443.26
552,203,46,3,566.86
553,203,125,2,60.95
554,204,108,3,596.14
555,205,80,2,752.51
556,205,39,1,467.56
557,205,17,2,658.83
558,205,114,3,709.75
559,205,3,2,302.94
560,206,129,3,356.8
561,206,59,2,402.24
562,206,11,4,117.66
563,206,112,1,306.6
564,206,36,1,495.03
565,207,53,1,176.09
566,207,105,4,462.17
567,208,6,3,498.94
568,208,43,4,25.96
569,208,93,1,-549.02
570,209,121,4,643.49
571,210,1,1,229.43
572,210,103,4,163.53
573,210,119,1,443.26
574,210,142,3,758.12
575,210,38,4,272.91
576,211,141,4,664.67
577,211,113,1,149.56
578,211,80,3,752.51
579,211,130,1,778.31
580,212,90,1,503.63
581,213,81,1,226.08
582,213,64,3,123.33
583,213,106,1,256.39
584,213,33,1,680.29
585,214,97,4,799.31
586,214,71,4,326.37
587,214,143,4,488.21
588,215,116,1,499.37
589,215,79,2,499.3
590,215,82,3,558.31
591,215,57,4,268.77
592,215,50,2,370.89
593,216,14,4,754.03
594,216,3,2,302.94
595,217,35,1,593.85
596,217,81,2,226.08
597,217,18,1,315.84
598,217,100,3,110.82
599,218,144,2,507.04
600,218,33,3,680.29
601,218,51,1,521.96
602,218,21,3,658.67
603,219,53,3,176.09
604,220,119,3,443.26
605,221,129,3,356.8
606,221,84,3,431.32
607,222,20,2,511.22
608,222,29,2,474.32
609,223,116,4,499.37
610,224,143,4,488.21
611,224,138,1,126.38
612,225,66,3,484.78
613,226,59,1,402.24
614,226,79,1,499.3
615,226,4,4,636.38
616,227,67,1,755.48
617,227,68,2,636.26
618,227,110,3,335.07
619,228,62,4,302.99
620,228,32,3,176.75
621,228,38,4,272.91
622,229,124,4,127.43
623,229,149,4,254.2
624,229,35,3,593.85
625,230,58,2,558.64
626,230,116,1,499.37
627,230,42,1,458.23
628,230,134,4,14.54
629,230,61,2,0.0
630,231,38,1,272.91
631,231,32,1,176.75
632,232,143,1,488.21
633,232,124,2,127.43
634,232,99,1,707.47
635,232,32,2,176.75
636,232,3,3,302.94
637,233,36,3,495.03
638,233,50,1,370.89
639,233,81,2,226.08
640,233,80,1,752.51
641,233,105,4,462.17
642,234,112,4,306.6
643,235,58,3,534.96
644,236,111,2,781.01
645,236,108,2,596.14
646,237,143,4,488.21
647,237,134,1,14.54
648,237,145,3,229.11
649,237,31,4,682.52
650,237,121,4,643.49
651,238,117,2,723.89
652,238,134,3,14.54
653,238,148,1,777.04
654,239,81,3,226.08
655,239,31,2,682.52
656,239,118,4,361.9
657,239,125,1,60.95
658,239,117,2,723.89
659,240,132,1,660.44
660,240,20,3,511.22
661,240,116,3,499.37
662,241,33,4,680.29
663,241,1,1,229.43
664,241,148,1,777.04
665,241,37,4,253.77
666,241,94,3,610.92
667,242,144,3,340.31
668,242,84,2,431.32
669,243,2,1,536.34
670,243,124,1,127.43
671,243,17,3,658.83
672,244,12,3,452.49
673,245,81,3,226.08
674,245,4,1,636.38
675,245,2,3,536.34
676,245,124,3,127.43
677,246,89,4,164.51
678,246,34,4,369.27
679,246,66,1,484.78
680,246,72,2,248.19
681,247,86,3,35.23
682,247,12,4,452.49
683,247,40,2,496.68
684,248,136,4,254.21
685,248,16,4,170.96
686,248,104,2,556.7
687,248,70,3,318.37
688,249,104,1,556.7
689,249,36,1,495.03
690,249,139,4,322.53
691,250,3,3,302.94
692,250,9,3,185.56
693,251,119,4,443.26
694,252,44,4,14.87
695,252,7,3,797.36
696,253,47,3,434.59
697,253,113,3,149.56
698,254,89,4,164.51
699,254,67,3,755.48
700,255,91,3,425.2
701,256,53,1,154.71
702,257,25,2,50.04
703,257,57,3,268.77
704,257,87,2,353.29
705,258,4,1,636.38
706,258,5,4,459.8
707,258,102,4,378.83
708,258,147,2,630.5
709,258,110,3,335.07
710,259,6,4,498.94
711,259,1,4,229.43
712,260,81,2,226.08
713,260,66,4,484.78
714,260,34,2,369.27
715,260,101,2,720.77
716,261,147,1,630.5
717,262,65,1,748.34
718,262,63,4,82.09
719,262,4,2,636.38
720,262,39,1,467.56
721,262,30,3,466.19
722,263,48,2,107.37
723,263,23,2,701.6
724,263,44,2,14.87
725,263,109,2,382.69
726,263,80,2,752.51
727,264,30,2,466.19
728,264,24,1,767.98
729,264,89,4,164.51
730,264,42,2,458.23
731,265,126,4,101.97
732,265,2,1,536.34
733,265,94,2,610.92
734,265,145,3,229.11
735,265,25,1,50.04
736,266,13,3,302.7
737,267,45,3,157.83
738,267,131,1,318.76
739,267,71,2,326.37
740,267,85,4,446.02
741,268,65,1,748.34
742,269,108,3,596.14
743,270,71,2,326.37
744,271,11,1,117.66
745,271,34,1,369.27
746,272,150,2,484.06
747,272,25,1,50.04
748,272,138,1,126.38
749,272,58,1,558.64
750,273,68,2,636.26
751,274,31,4,440.02
752,274,108,4,596.14
753,275,101,1,720.77
754,275,40,4,496.68
755,276,51,4,521.96
756,276,79,3,499.3
757,276,49,4,186.12
758,276,58,2,558.64
759,277,36,3,495.03
760,277,88,1,581.3
761,277,143,1,488.21
762,277,83,4,57.87
763,278,22,3,759.83
764,278,147,3,630.5
765,278,98,2,569.99
766,279,63,2,82.09
767,279,67,1,755.48
768,280,120,3,163.71
769,280,100,4,110.82
770,280,145,3,229.11
771,281,101,4,720.77
772,281,99,1,707.47
773,281,129,3,356.8
774,282,23,3,701.6
775,282,88,3,581.3
776,282,48,4,107.37
777,282,103,4,163.53
778,282,37,2,328.91
779,283,14,2,754.03
780,283,68,2,636.26
781,283,140,1,80.4
782,284,27,1,470.69
783,284,5,1,459.8
784,285,82,3,558.31
785,285,41,3,574.12
786,285,54,2,119.66
787,286,50,4,370.89
788,286,42,2,458.23
789,286,7,4,797.36
790,286,136,2,254.21
791,287,40,1,669.94
792,287,113,3,149.56
793,287,138,1,126.38
794,288,109,1,382.69
795,289,9,1,185.56
796,289,51,3,521.96
797,290,64,3,123.33
798,290,89,2,164.51
799,290,33,2,680.29
800,290,96,4,385.9
801,291,91,2,425.2
802,291,58,4,558.64
803,292,48,2,107.37
804,292,100,2,110.82
805,292,128,1,268.32
806,292,31,4,682.52
807,292,130,2,778.31
808,293,137,4,704.57
809,293,67,4,755.48
810,293,104,2,556.7
811,294,28,3,487.27
812,295,104,2,556.7
813,295,15,3,715.52
814,295,97,1,799.31
815,296,126,1,101.97
816,296,71,3,326.37
817,296,27,3,470.69
818,296,61,3,0.0
819,297,59,4,402.24
820,297,147,3,630.5
821,297,122,1,444.14
822,297,94,3,610.92
823,298,85,1,446.02
824,298,110,1,335.07
825,298,70,4,318.37
826,299,5,2,459.8
827,299,65,2,748.34
828,300,63,4,82.09
829,300,111,4,781.01
830,300,104,2,556.7
831,300,119,4,443.26
832,300,137,2,704.57
833,301,108,3,596.14
834,301,91,1,425.2
835,301,61,4,0.0
836,301,54,2,119.66
837,301,147,3,630.5
838,302,73,3,757.68
839,302,145,1,214.61
840,302,117,4,723.89
841,303,52,1,457.95
842,303,99,3,707.47
843,303,89,4,164.51
844,303,110,3,335.07
845,304,92,3,416.84
846,304,36,3,495.03
847,304,146,1,19.08
848,304,98,3,569.99
849,304,58,2,558.64
850,305,146,4,19.08
851,305,86,2,35.23
852,305,101,3,720.77
853,305,90,3,503.63
854,305,73,3,757.68
855,306,67,4,755.48
856,306,71,3,326.37
857,307,56,3,783.92
858,307,148,2,777.04
859,307,137,1,704.57
860,307,134,4,14.54
861,308,95,2,550.05
862,308,87,2,353.29
863,308,121,1,643.49
864,308,150,3,484.06
865,309,28,2,487.27
866,309,35,4,593.85
867,309,30,4,466.19
868,310,21,3,658.67
869,310,147,3,630.5
870,310,56,3,783.92
871,310,18,2,315.84
872,311,41,2,574.12
873,311,35,3,593.85
874,311,9,4,185.56
875,311,64,1,96.89
876,312,9,3,185.56
877,313,113,3,149.56
878,313,74,1,429.76
879,313,17,3,658.83
880,313,120,2,163.71
881,314,115,2,769.44
882,314,87,2,353.29
883,315,3,1,302.94
884,315,59,3,402.24
885,316,123,3,717.17
886,316,89,1,164.51
887,317,67,2,755.48
888,317,125,2,60.95
889,317,44,3,14.87
890,317,61,1,0.0
891,317,8,2,611.79
892,318,140,4,80.4
893,318,119,4,443.26
894,318,27,3,470.69
895,319,40,1,496.68
896,319,121,3,643.49
897,319,38,3,272.91
898,319,87,3,353.29
899,320,26,1,266.42
900,320,34,1,369.27
901,321,13,1,302.7
902,321,19,2,582.15
903,321,117,3,723.89
904,321,125,3,60.95
905,321,75,2,421.56
906,322,64,4,123.33
907,322,57,1,268.77
908,322,143,3,488.21
909,323,1,2,229.43
910,323,139,3,322.53
911,324,70,4,233.36
912,325,128,4,383.45
913,325,66,2,484.78
914,325,47,3,434.59
915,325,102,3,378.83
916,326,90,2,503.63
917,326,139,3,322.53
918,326,22,2,759.83
919,326,37,3,253.77
920,327,112,4,306.6
921,327,63,2,82.09
922,328,132,3,660.44
923,328,7,2,797.36
924,328,142,2,758.12
925,329,46,2,566.86
926,330,112,4,306.6
927,330,140,4,80.4
928,331,1,4,229.43
929,331,11,4,117.66
930,332,80,2,752.51
931,332,31,2,682.52
932,332,112,2,306.6
933,332,34,4,369.27
934,333,29,4,474.32
935,333,73,1,757.68
936,334,25,1,50.04
937,334,42,4,458.23
938,334,132,1,660.44
939,334,51,2,521.96
940,334,29,1,639.86
941,335,46,2,566.86
942,335,70,1,318.37
943,335,63,2,82.09
944,336,42,2,458.23
945,336,118,2,361.9
946,336,112,4,306.6
947,336,63,2,82.09
948,337,46,2,566.86
949,337,102,3,378.83
950,337,117,1,477.41
951,337,27,2,470.69
952,338,48,4,107.37
953,338,119,1,443.26
954,338,17,4,658.83
955,339,26,4,266.42
956,339,69,4,678.97
957,339,64,1,123.33
958,339,20,4,511.22
959,339,33,2,680.29
960,340,95,2,550.05
961,340,103,3,163.53
962,340,137,1,704.57
963,340,99,4,707.47
964,341,114,3,709.75
965,342,17,4,658.83
966,342,113,1,149.56
967,342,147,4,630.5
968,343,130,1,778.31
969,343,78,2,789.72
970,344,150,3,484.06
971,344,137,1,704.57
972,344,8,2,611.79
973,345,11,1,121.84
974,345,102,3,378.83
975,345,103,3,163.53
976,345,75,1,421.56
977,346,139,4,322.53
978,346,142,1,758.12
979,346,61,4,0.0
980,347,100,3,110.82
981,347,104,1,556.7
982,347,27,3,470.69
983,348,129,4,356.8
984,349,110,1,335.07
985,349,96,3,385.9
986,350,144,3,507.04
987,350,103,4,163.53
988,350,96,2,385.9
989,350,43,3,25.96
990,351,61,4,0.0
991,351,56,3,783.92
992,351,76,4,571.36
993,352,137,3,890.82
994,352,58,2,558.64
995,353,33,4,680.29
996,353,48,2,107.37
997,353,24,4,767.98
998,353,18,4,315.84
999,354,150,2,484.06
1000,354,79,3,499.3
1001,355,87,1,353.29
1002,356,55,3,472.02
1003,356,92,3,416.84
1004,356,37,4,253.77
1005,357,126,1,101.97
1006,357,131,1,318.76
1007,358,132,4,660.44
1008,359,112,1,306.6
1009,359,48,3,107.37
1010,359,81,2,226.08
1011,359,17,2,658.83
1012,359,47,1,434.59
1013,360,114,1,709.75
1014,360,97,2,799.31
1015,360,42,4,458.23
1016,360,102,3,378.83
1017,361,29,1,474.32
1018,362,22,4,759.83
1019,363,118,3,361.9
1020,363,150,4,484.06
1021,363,95,3,550.05
1022,363,113,2,149.56
1023,363,44,1,14.87
1024,364,36,3,495.03
1025,365,26,4,266.42
1026,365,69,2,678.97
1027,365,53,4,176.09
1028,366,148,2,777.04
1029,367,147,2,630.5
1030,368,23,1,701.6
1031,368,81,4,226.08
1032,368,130,1,778.31
1033,369,21,4,658.67
1034,369,3,3,302.94
1035,369,64,2,123.33
1036,369,137,1,704.57
1037,369,33,3,680.29
1038,370,53,4,176.09
1039,370,103,4,163.53
1040,370,18,4,315.84
1041,370,88,3,581.3
1042,371,83,4,57.87
1043,371,111,1,781.01
1044,371,24,4,767.98
1045,371,94,2,610.92
1046,371,75,2,421.56
1047,372,62,1,302.99
1048,372,121,4,643.49
1049,372,125,4,60.95
1050,372,47,3,434.59
1051,372,117,3,723.89
1052,373,119,3,443.26
1053,373,83,3,57.87
1054,373,53,3,176.09
1055,373,86,1,35.23
1056,373,138,1,126.38
1057,374,70,2,318.37
1058,374,117,2,723.89
1059,374,30,4,466.19
1060,375,146,2,19.08
1061,376,61,3,0.0
1062,377,144,1,507.04
1063,377,31,2,682.52
1064,377,28,1,487.27
1065,377,99,2,707.47
1066,377,70,4,318.37
1067,378,25,1,50.04
1068,378,60,1,602.69
1069,378,3,3,302.94
1070,379,11,1,117.66
1071,379,68,2,636.26
1072,380,6,1,498.94
1073,381,16,4,170.96
1074,382,122,4,444.14
1075,382,39,2,467.56
1076,382,100,4,110.82
1077,382,66,2,484.78
1078,382,148,1,777.04
1079,383,98,1,569.99
1080,383,135,2,457.51
1081,383,111,1,781.01
1082,384,61,2,0.0
1083,384,101,3,720.77
1084,384,107,1,21.45
1085,385,56,1,783.92
1086,385,119,2,443.26
1087,385,23,1,701.6
1088,385,49,4,186.12
1089,386,72,4,248.19
1090,386,105,2,462.17
1091,386,29,1,474.32
1092,387,48,2,107.37
1093,387,93,4,-479.76
1094,388,79,2,499.3
1095,388,115,1,769.44
1096,388,122,2,444.14
1097,389,143,3,488.21
1098,389,7,3,797.36
1099,389,35,3,593.85
1100,390,44,4,14.87
1101,391,108,1,596.14
1102,391,33,3,680.29
1103,391,55,3,566.12
1104,391,119,4,443.26
1105,391,98,1,569.99
1106,392,147,2,630.5
1107,392,136,3,254.21
1108,392,52,3,457.95
1109,392,101,4,720.77
1110,393,38,2,272.91
1111,393,3,2,302.94
1112,394,6,1,498.94
1113,395,133,1,53.99
1114,396,61,4,0.0
1115,396,36,4,495.03
1116,397,77,4,0.0
1117,397,140,3,80.4
1118,397,22,1,759.83
1119,398,22,1,759.83
1120,398,25,3,50.04
1121,398,134,3,14.54
1122,398,82,3,558.31
1123,399,106,3,256.39
1124,399,8,3,611.79
1125,399,115,3,769.44
1126,400,139,2,322.53
1127,400,24,2,767.98
1128,401,18,4,315.84
1129,401,128,3,383.45
1130,401,68,2,636.26
1131,401,84,2,431.32
1132,401,35,2,593.85
1133,402,28,4,487.27
1134,402,141,2,664.67
1135,402,30,3,466.19
1136,403,105,2,462.17
1137,403,7,2,797.36
1138,403,14,1,754.03
1139,403,22,2,759.83
1140,404,3,4,302.94
1141,404,128,2,383.45
1142,404,110,3,335.07
1143,405,99,1,707.47
1144,405,7,1,797.36
1145,405,28,2,487.27
1146,406,44,4,14.87
1147,406,42,2,458.23
1148,406,82,1,558.31
1149,406,26,4,266.42
