order_id,customer_id,order_date,status,payment_method,shipping_cost,discount_pct
55,106,2024-01-17 03:54:27,cancelled,paypal,0.0,0
56,1787,2024-11-04 05:39:52,completed,cod,10.5,20
57,919,2024-09-18 16:17:29,shipped,paypal,6.27,0
58,295,2023-08-09 22:01:09,completed,paypal,8.68,0
59,1166,2023-10-28 20:19:36,processing,cod,12.5,0
60,989,2023-04-13 15:58:45,cancelled,wallet,0.0,5
61,1491,2024-08-01 01:30:15,returned,cod,12.05,20
62,1925,2025-03-01 10:44:41,returned,credit_card,20.95,0
63,202,2025-04-22 07:01:36,completed,cod,7.29,0
64,316,2024-10-05 11:20:56,completed,credit_card,6.78,5
65,1511,2023-01-14 04:31:30,completed,wallet,14.26,0
66,1728,2024-07-23 18:03:51,cancelled,wallet,0.0,10
67,80,2025-06-24 10:43:35,complet,debit_card,19.74,20
68,1055,2023-05-30 07:37:13,completed,upi,18.75,15
69,822,2024-10-11 07:02:09,completed,paypal,14.66,0
70,221,2024-11-28 08:57:28,shipped,paypal,15.13,10
71,970,2023-02-22 13:30:08,completed,credit_card,0.69,20
72,1527,2024-10-18 02:17:22,returned,wallet,4.05,20
73,492,2025-03-07 13:59:18,returned,wallet,3.97,0
74,6,2023-06-12 11:40:05,processing,debit_card,3.25,15
75,1903,2024-12-21 02:08:18,shipped,paypal,18.37,0
76,2124,2023-04-29 05:25:35,completed,cod,20.68,0
77,503,2025-01-15 10:38:45,completed,paypal,3.72,0
78,1124,2023-04-17 13:12:43,completed,credit_card,20.98,0
79,171,2024-07-07 10:18:01,completed,debit_card,12.0,0
80,1070,2025-04-10 19:07:59,returned,paypal,0.66,20
81,1600,2025-02-06 23:38:32,completed,paypal,4.38,0
82,1913,2024-08-01 17:12:02,completed,paypal,18.96,0
83,1487,2024-06-13 06:20:27,processing,wallet,6.98,0
84,746,2023-04-27 16:21:56,shipped,credit_card,21.59,0
85,652,2023-07-12 04:52:32,completed,debit_card,1.08,0
86,1518,2023-03-22 20:41:38,completed,credit_card,2.35,5
87,326,2025-05-21 18:41:49,completed,debit_card,14.27,10
88,347,2025-03-02 18:24:49,completed,paypal,12.69,15
89,1690,2025-03-30 21:06:26,completed,upi,20.04,0
90,1181,2023-10-14 09:21:42,completed,debit_card,2.91,0
91,231,2026-11-14 00:00:00,shipped,credit_card,9.09,0
92,842,2024-08-11 07:52:40,shipped,debit_card,18.87,0
93,896,2023-03-18 00:22:13,completed,credit_card,16.46,10
94,134,2024-12-06 22:20:35,shipped,wallet,19.0,20
95,1070,2024-01-31 20:02:57,completed,paypal,16.42,0
96,1659,2024-01-15 11:56:51,shipped,cod,12.64,10
97,1135,2024-10-14 00:31:31,completed,credit_card,16.12,15
98,1091,2024-06-01 23:08:27,completed,wallet,1.68,10
99,211,2025-05-02 04:05:58,completed,debit_card,8.16,0
100,244,2023-05-26 06:18:40,processing,wallet,20.64,0
101,1426,2023-01-10 20:59:28,completed,upi,19.52,0
102,875,2024-06-26 02:07:38,shipped,debit_card,0.59,0
103,242,2023-11-14 03:46:15,shipped,wallet,9.5,15
104,72,2025-04-08 00:47:10,processing,credit_card,16.82,0
105,1665,2023-09-16 03:58:54,completed,wallet,11.68,10
106,1583,2025-04-11 18:56:18,completed,wallet,2.79,0
107,1794,2023-12-27 02:08:46,completed,cod,11.96,0
108,279,2023-10-04 23:52:51,completed,debit_card,17.66,0
109,1477,2025-04-29 07:25:59,shipped,wallet,6.08,20
110,1521,2025-06-29 01:43:06,shipped,credit_card,9.66,10
111,175,2025-04-27 19:58:31,shipped,upi,6.32,10
112,1274,2023-03-07 23:01:02,completed,upi,0.58,10
113,1304,2024-06-14 11:38:17,shipped,debit_card,8.91,10
114,467,2024-05-14 15:37:26,completed,debit_card,17.27,5
115,426,2024-01-09 10:23:00,processing,cod,7.81,0
116,1971,2023-10-03 15:37:54,completed,debit_card,11.34,5
117,820,2024-04-03 12:01:51,completed,wallet,16.07,5
118,1594,2024-01-27 05:38:45,cancelled,paypal,0.0,15
119,1867,2023-02-06 03:20:54,completed,paypal,18.99,10
120,594,2023-03-31 08:37:43,completed,debit_card,4.6,20
121,185,2023-05-27 22:00:26,completed,credit_card,11.98,10
122,463,2023-03-02 21:53:50,processing,credit_card,20.2,10
123,262,2025-03-24 19:16:46,completed,upi,14.01,5
124,638,2023-04-21 03:48:59,cancelled,cod,0.0,0
125,978,2024-06-16 18:06:48,completed,upi,4.28,20
126,158,2023-05-24 06:23:15,completed,wallet,6.47,10
127,1923,2023-03-07 11:47:00,cancelled,debit_card,0.0,0
128,698,2024-07-06 17:00:42,completed,upi,12.58,5
129,1598,2023-10-29 11:25:25,completed,cod,16.21,10
130,210,2024-07-29 15:35:00,shipped,credit_card,11.16,10
131,1701,2025-05-08 14:05:46,shipped,wallet,14.92,20
132,1755,2023-10-30 01:39:29,cancelled,debit_card,0.0,0
133,816,2023-07-02 20:47:43,completed,wallet,9.72,15
134,1860,2024-07-16 00:56:44,cancelled,wallet,0.0,10
135,1818,2023-07-03 00:05:56,cancelled,upi,0.0,0
136,1116,2023-08-16 18:06:05,completed,upi,12.6,0
137,1537,2023-07-06 16:51:23,completed,cod,3.28,10
138,1230,2024-08-29 21:20:39,completed,credit_card,18.34,20
139,1328,2024-03-09 19:05:08,shipped,wallet,7.07,5
140,903,2024-11-18 16:51:49,completed,upi,19.48,15
141,330,2025-05-28 08:26:11,shipped,paypal,0.5,10
142,163,2024-12-22 04:40:56,processing,debit_card,14.92,0
143,1368,2025-04-26 22:06:41,completed,debit_card,19.02,0
144,1675,2023-05-27 19:49:15,completed,upi,4.51,0
145,1854,2024-12-20 13:32:13,completed,debit_card,1.65,20
146,860,2023-09-24 14:26:35,completed,wallet,15.11,5
147,837,2023-02-15 07:03:00,completed,wallet,0.5,20
148,1566,2023-01-04 11:56:26,completed,debit_card,3.97,15
149,830,2025-06-03 13:57:22,completed,debit_card,1.6,10
150,1397,2024-02-22 03:03:26,shipped,cod,19.1,0
151,1997,2024-01-25 13:25:54,completed,cod,7.43,15
152,917,2024-08-29 14:45:10,completed,debit_card,0.58,10
153,316,2023-07-21 03:38:40,completed,wallet,0.84,15
154,63,2023-07-13 21:49:52,cancelled,wallet,0.0,0
155,381,2024-01-19 02:50:19,completed,cod,18.63,20
156,365,2024-06-17 09:02:27,returned,cod,4.88,15
157,750,2023-02-09 20:38:48,completed,upi,20.89,10
158,1689,2025-06-15 06:47:55,processing,cod,10.65,0
159,808,2024-04-22 19:25:53,completed,paypal,4.45,0
160,1744,2024-05-07 22:33:21,returned,debit_card,15.34,15
161,936,2024-08-17 20:45:15,cancelled,cod,0.0,10
162,1870,2024-10-27 02:39:17,returned,cod,11.14,20
163,745,2024-05-07 22:49:06,processing,cod,2.84,10
164,1910,2023-01-10 17:17:54,completed,paypal,14.06,10
165,142,2026-11-22 00:00:00,completed,wallet,13.93,10
166,1468,2025-02-01 03:59:24,returned,debit_card,9.31,15
167,355,2025-04-24 02:06:17,completed,credit_card,2.78,10
168,851,2024-02-12 14:37:19,completed,paypal,0.53,0
169,278,2024-08-11 14:46:26,completed,debit_card,13.61,10
170,407,2024-11-19 00:26:44,shipped,wallet,12.82,0
171,1161,2023-11-29 14:10:13,cancelled,wallet,0.0,5
172,1975,2024-01-15 20:24:36,processing,paypal,12.23,0
173,1170,2024-05-31 17:07:40,completed,upi,13.45,15
174,1193,2026-12-07 00:00:00,completed,credit_card,7.28,15
175,1494,2023-03-26 08:06:03,completed,paypal,16.74,5
176,1890,2023-03-04 19:37:48,completed,upi,14.2,20
177,408,2025-01-12 11:57:58,processing,credit_card,13.47,0
178,1407,2025-02-15 12:19:37,returned,credit_card,13.93,15
179,286,2023-03-25 02:45:13,shipped,credit_card,2.48,5
180,66,2024-11-24 14:23:28,completed,cod,16.72,0
181,28,2023-10-05 19:33:08,cancelled,cod,0.0,0
182,1281,2025-03-26 06:34:22,pendingg,paypal,21.6,0
183,708,2023-07-19 03:45:59,completed,credit_card,5.03,5
184,1126,2024-05-22 09:58:56,completed,debit_card,4.66,0
185,1142,2025-02-07 17:36:34,completed,upi,15.81,0
186,1800,2023-01-12 18:30:31,shipped,debit_card,1.29,0
187,515,2025-01-14 23:43:16,completed,upi,9.55,0
188,1054,2023-07-10 12:13:55,completed,upi,12.18,0
189,63,2023-06-18 01:18:10,shipped,debit_card,11.18,5
190,821,2023-09-29 19:45:02,completed,upi,4.0,10
191,1822,2024-09-03 11:22:08,completed,credit_card,11.54,20
192,637,2024-05-28 03:39:36,completed,credit_card,1.11,10
193,1368,2023-04-13 04:24:44,completed,cod,11.04,20
194,1957,2023-06-04 16:29:27,completed,upi,10.56,0
195,1372,2024-03-25 02:38:54,cancelled,upi,0.0,20
196,1958,2023-08-05 19:25:10,completed,cod,18.57,0
197,1351,2023-02-12 14:38:32,shipped,cod,20.76,20
198,1171,2025-03-07 20:21:26,cancelled,upi,0.0,0
199,1101,2025-02-21 09:24:54,returned,cod,0.67,20
200,284,2023-09-07 15:56:19,completed,paypal,11.48,15
201,53,2024-02-08 02:53:11,completed,wallet,2.06,20
202,173,2023-09-03 04:21:55,completed,paypal,17.41,10
203,1853,2023-05-18 09:10:10,completed,credit_card,10.88,10
204,220,2024-12-15 22:58:19,processing,wallet,8.76,0
205,1120,2024-01-22 06:31:38,cancelled,paypal,0.0,5
206,1112,2025-04-29 06:53:49,completed,debit_card,5.85,5
207,1700,2023-06-25 10:56:22,shipped,paypal,14.55,10
208,700,2023-10-17 20:13:12,completed,cod,11.24,5
209,1332,2023-02-19 00:51:29,shipped,cod,9.16,20
210,134,2025-03-12 05:56:28,completed,cod,13.87,10
211,1119,2024-10-17 20:12:05,completed,debit_card,15.38,10
212,1480,2023-10-08 12:33:48,shipped,paypal,5.42,5
213,1399,2023-04-07 02:34:24,completed,cod,17.77,0
214,1334,2025-06-08 04:36:47,completed,cod,5.5,0
215,1619,2024-04-27 17:18:16,processing,upi,7.48,0
216,858,2024-06-06 17:54:09,completed,paypal,13.28,0
217,371,2024-12-03 01:02:07,cancelled,upi,0.0,0
218,796,2026-12-05 00:00:00,completed,cod,21.6,5
219,837,2024-02-13 17:54:26,shipped,debit_card,16.07,0
220,981,2024-06-15 12:17:19,completed,upi,19.06,10
221,755,2024-02-16 05:44:29,completed,wallet,12.26,20
222,880,2024-01-31 07:07:51,completed,paypal,16.27,20
223,585,2025-04-14 14:45:43,shipped,wallet,20.68,15
224,423,2024-01-13 07:49:36,shipped,debit_card,10.76,0
225,26,2025-04-23 08:51:11,processing,upi,21.17,20
226,792,2023-12-23 14:02:08,completed,paypal,13.73,0
227,1054,2023-04-15 00:28:55,completed,paypal,5.6,15
228,1269,2023-12-04 18:51:04,processing,wallet,15.1,20
229,872,2025-06-29 19:48:42,shipped,wallet,13.17,0
230,184,2025-04-19 13:19:31,completed,paypal,2.91,0
231,354,2025-03-14 06:10:50,cancelled,cod,0.0,0
232,5,2023-01-26 06:52:02,completed,upi,2.52,0
233,1314,2023-05-13 02:58:57,shipped,paypal,9.27,20
234,2242,2024-05-26 17:48:57,completed,credit_card,7.29,15
235,865,2024-02-22 08:50:19,completed,paypal,6.58,0
236,817,2024-02-22 15:59:50,completed,credit_card,8.08,10
237,1157,2024-09-21 13:03:15,shipped,cod,5.15,5
238,1837,2024-08-08 17:36:47,completed,credit_card,2.92,15
239,1171,2024-07-26 12:18:27,cancelled,paypal,0.0,0
240,1213,2024-09-17 17:57:16,completed,debit_card,13.27,5
241,1687,2025-05-09 21:55:06,completed,credit_card,7.02,20
242,941,2023-09-24 16:35:06,completed,upi,21.82,10
243,927,2024-01-09 09:39:39,returned,cod,20.33,20
244,1729,2024-12-21 12:31:55,completed,credit_card,6.93,5
245,1626,2024-11-15 10:20:43,completed,credit_card,10.17,20
246,1323,2023-08-07 19:14:25,completed,cod,12.61,20
247,637,2025-04-16 09:44:43,cancelled,credit_card,0.0,0
248,437,2024-07-13 03:38:58,completed,debit_card,7.42,0
249,1031,2023-10-31 06:46:26,returned,debit_card,8.42,20
250,806,2024-07-13 09:43:40,completed,upi,3.51,10
251,1434,2024-04-25 18:00:03,shipped,debit_card,2.19,0
252,40,2023-08-10 02:13:52,completed,wallet,8.56,15
253,1884,2024-02-21 09:36:01,completed,credit_card,19.65,15
254,324,2024-10-10 20:16:02,shipped,paypal,2.44,0
255,1958,2025-02-03 18:44:51,completed,debit_card,10.2,10
256,1365,2023-04-13 03:49:01,returned,wallet,13.68,0
257,1799,2023-11-30 05:37:22,completed,paypal,1.42,10
258,698,2023-08-16 14:12:41,completed,upi,21.2,10
259,1823,2023-12-05 08:19:12,completed,cod,15.38,0
260,685,2024-05-24 16:08:47,completed,credit_card,1.6,0
261,1596,2023-08-21 03:57:38,completed,credit_card,1.53,15
262,1719,2023-03-14 01:43:31,completed,cod,12.23,5
263,935,2024-06-02 23:31:00,returned,cod,9.93,20
264,383,2023-05-01 18:16:15,returned,wallet,13.11,0
265,1486,2023-09-23 12:14:23,cancelled,credit_card,0.0,10
266,1166,2024-12-21 09:51:11,completed,credit_card,8.4,10
267,1568,2023-12-02 11:05:46,returned,debit_card,11.19,10
268,1129,2023-11-29 01:13:52,completed,debit_card,2.98,0
269,571,2023-11-25 10:24:09,cancelled,wallet,0.0,0
270,1436,2023-01-16 20:34:38,shipped,debit_card,0.79,0
271,1469,2024-11-12 19:37:38,processing,credit_card,5.36,15
272,6,2023-03-31 05:33:37,processing,upi,10.05,0
273,1246,2023-03-05 11:59:28,completed,cod,4.8,20
274,1682,2024-03-04 14:30:36,completed,cod,1.79,20
275,1723,2024-10-10 20:23:23,cancelled,credit_card,0.0,5
276,1191,2024-03-21 17:53:17,processing,credit_card,9.7,5
277,276,2024-11-04 22:43:22,completed,debit_card,5.63,20
278,1408,2023-06-02 08:54:55,cancelled,debit_card,0.0,15
279,577,2024-12-17 00:49:47,completed,credit_card,8.02,0
280,162,2024-07-22 07:39:56,completed,paypal,21.56,0
281,1877,2024-06-05 04:28:44,completed,paypal,12.41,20
282,585,2024-07-28 16:19:44,CANCEL,cod,20.18,0
283,491,2024-07-25 13:53:56,completed,debit_card,8.47,20
284,633,2023-11-28 15:31:12,completed,debit_card,14.47,5
285,730,2023-09-17 10:39:58,completed,cod,9.83,10
286,1634,2024-12-16 14:27:02,processing,wallet,10.96,0
287,664,2024-09-23 20:16:41,completed,credit_card,14.21,0
288,991,2023-10-04 19:05:02,completed,upi,14.58,0
289,1175,2023-07-11 17:21:09,completed,wallet,15.27,5
290,1589,2024-08-30 00:47:27,shipped,debit_card,12.66,15
291,1831,2025-03-22 05:29:30,completed,upi,15.21,20
292,72,2024-12-30 09:48:38,cancelled,upi,0.0,0
293,1148,2023-10-12 02:26:49,returned,wallet,9.56,15
294,1975,2023-12-03 14:49:25,returned,debit_card,20.23,10
295,1148,2025-05-29 08:45:02,processing,wallet,18.93,0
296,1838,2025-01-13 18:31:38,completed,credit_card,11.69,0
297,147,2023-12-08 08:55:52,completed,cod,17.26,15
298,1919,2023-04-15 12:51:25,completed,credit_card,1.7,20
299,658,2024-12-01 09:15:08,completed,upi,17.68,20
300,1776,2025-02-09 17:04:56,shipped,paypal,1.61,0
301,1383,2023-02-13 23:47:07,completed,cod,11.76,5
302,94,2023-09-04 06:46:57,completed,paypal,10.7,5
303,1363,2024-11-07 03:36:38,completed,upi,20.31,0
304,78,2024-08-22 19:37:53,completed,upi,9.71,0
305,874,2024-04-10 13:59:10,completed,paypal,20.16,10
306,1622,2024-04-19 08:22:01,completed,cod,5.38,10
307,1077,2025-05-22 00:54:53,completed,cod,9.24,10
308,236,2025-01-13 16:36:58,completed,cod,7.65,0
309,782,2023-04-10 13:23:05,shipped,credit_card,3.11,15
310,1219,2024-08-31 08:08:31,completed,upi,21.2,10
311,1111,2025-05-05 12:42:18,cancelled,debit_card,0.0,0
312,1187,2024-10-07 17:52:05,shipped,upi,17.19,10
313,1166,2024-03-11 20:46:20,completed,wallet,1.97,15
314,751,2023-03-14 21:44:22,processing,paypal,9.29,0
315,1625,2023-12-30 03:41:37,completed,cod,21.81,0
316,1504,2023-07-10 20:23:37,completed,credit_card,9.63,5
317,432,2023-03-29 01:41:49,cancelled,wallet,0.0,10
318,272,2024-03-30 15:40:50,completed,wallet,9.1,20
319,1705,2023-10-12 02:08:19,completed,cod,5.0,20
320,1485,2023-08-18 00:41:44,completed,upi,12.61,0
321,1052,2023-03-07 04:31:03,completed,upi,17.76,15
322,1838,2023-06-19 22:25:41,completed,upi,20.8,15
323,361,2024-08-08 11:15:37,shipped,wallet,8.42,0
324,1854,2023-01-29 18:32:18,processing,cod,12.76,0
325,1258,2024-08-09 11:05:00,shipped,paypal,4.17,15
326,972,2024-05-10 09:42:23,completed,debit_card,0.39,0
327,1771,2024-09-29 17:01:24,completed,wallet,15.42,5
328,1275,2024-04-05 20:14:53,returned,upi,1.67,15
329,83,2023-03-09 17:52:33,completed,wallet,18.82,0
330,1602,2023-04-29 11:31:51,completed,credit_card,15.65,10
331,2490,2025-06-24 10:11:26,completed,credit_card,8.57,0
332,501,2024-05-02 06:46:39,shipped,wallet,8.84,20
333,396,2023-10-12 07:32:41,shipped,debit_card,13.46,10
334,915,2023-08-27 08:04:13,completed,cod,6.11,15
335,1105,2024-06-06 23:36:55,completed,credit_card,7.08,0
336,1262,2023-09-23 12:12:49,completed,credit_card,9.92,10
337,1844,2023-05-10 09:42:56,shipped,cod,20.09,20
338,412,2023-12-17 11:18:24,completed,cod,16.08,0
339,89,2024-10-18 07:38:27,shipped,debit_card,0.14,10
340,1354,2025-02-11 19:20:43,shipped,wallet,3.31,5
341,1215,2025-05-28 11:31:55,completed,cod,6.0,5
342,1245,2023-02-04 21:55:18,shipped,cod,9.06,10
343,523,2025-05-18 14:37:18,shipped,upi,6.07,10
344,1933,2024-06-17 09:29:19,shipped,cod,2.35,5
345,808,2023-01-16 09:34:28,completed,credit_card,3.61,0
346,2376,2025-06-09 07:59:56,cancelled,paypal,0.0,5
347,306,2024-11-25 12:16:58,cancelled,debit_card,0.0,0
348,535,2025-05-28 05:09:05,completed,paypal,9.5,10
349,1339,2023-07-03 19:06:31,completed,credit_card,0.69,15
350,1985,2024-01-27 13:39:52,completed,upi,6.03,0
351,979,2023-08-01 17:00:33,completed,debit_card,2.75,0
352,591,2024-05-20 22:14:30,completed,debit_card,2.12,20
353,447,2023-06-07 20:56:36,processing,credit_card,0.07,0
354,1118,2024-01-18 17:44:27,completed,paypal,12.19,0
355,208,2024-09-22 19:46:04,completed,cod,1.85,0
356,744,2024-04-24 06:13:44,completed,paypal,10.38,20
357,1439,2025-06-06 03:15:32,completed,cod,4.47,0
358,1790,2023-04-17 15:22:14,completed,cod,21.57,5
359,1664,2025-05-14 23:37:11,processing,upi,4.32,0
360,220,2024-07-07 09:36:23,completed,upi,10.92,15
361,881,2024-02-11 23:48:41,completed,cod,12.89,0
362,983,2023-12-20 23:47:49,completed,wallet,15.6,0
363,589,2023-09-22 09:33:36,completed,cod,17.08,0
364,294,2023-04-22 00:06:50,completed,cod,14.53,15
365,1247,2024-12-02 22:18:31,completed,cod,11.64,0
366,374,2023-12-05 02:07:31,completed,upi,18.68,0
367,1709,2025-04-16 22:49:24,cancelled,credit_card,0.0,20
368,1182,2023-03-15 00:03:58,completed,upi,12.87,0
369,400,2023-07-16 13:37:25,completed,credit_card,12.66,20
370,1753,2025-02-19 06:40:19,completed,debit_card,6.59,15
371,1164,2024-01-17 03:09:46,completed,wallet,0.16,0
372,237,2023-06-07 07:19:14,completed,cod,0.94,0
373,1654,2024-01-31 22:53:30,processing,credit_card,0.77,0
374,17,2024-02-15 04:49:27,completed,cod,19.19,0
375,1015,2024-09-16 16:33:55,shipped,cod,13.79,15
376,1758,2024-03-08 04:46:44,completed,paypal,16.6,0
377,279,2025-02-01 16:18:53,completed,wallet,21.29,20
378,1049,2023-12-12 13:20:21,completed,upi,9.89,20
379,1789,2024-10-13 02:20:29,completed,debit_card,7.67,20
380,175,2023-02-24 03:18:35,completed,credit_card,5.91,0
381,1212,2024-02-27 17:02:53,completed,debit_card,18.48,15
382,1956,2023-08-13 09:13:12,completed,credit_card,12.92,15
383,1323,2023-11-29 09:56:10,completed,cod,1.14,0
384,1423,2023-09-21 19:54:57,cancelled,credit_card,0.0,10
385,62,2023-04-04 02:26:43,completed,cod,21.25,0
386,968,2023-04-28 09:28:21,completed,credit_card,17.69,0
387,2231,2024-04-20 23:10:06,completed,debit_card,16.71,0
388,1204,2024-02-24 05:47:05,completed,wallet,16.07,10
389,647,2023-05-27 14:29:40,completed,wallet,10.24,20
390,217,2023-06-15 03:10:29,completed,cod,12.79,20
391,1552,2024-03-19 13:32:42,processing,paypal,10.54,5
392,67,2025-02-01 06:27:41,processing,upi,6.62,0
393,81,2025-02-22 04:48:29,completed,upi,7.01,5
394,1406,2023-08-19 12:10:16,completed,debit_card,16.75,0
395,1625,2024-03-29 03:01:17,returned,cod,2.45,0
396,1635,2023-01-05 02:48:12,returned,upi,12.49,15
397,1090,2025-06-15 14:26:41,shipped,upi,0.2,20
398,1672,2025-03-11 02:27:19,completed,credit_card,15.91,0
399,1303,2024-02-08 13:05:07,shipped,debit_card,7.13,0
400,304,2023-03-25 08:54:26,completed,wallet,15.86,20
401,1571,2024-03-24 22:10:39,completed,debit_card,0.74,0
402,18,2024-04-02 17:41:34,shipped,cod,20.91,10
403,1364,2024-09-09 14:57:32,completed,debit_card,4.82,0
404,1163,2024-10-25 15:45:20,completed,paypal,20.82,15
405,1988,2024-04-19 12:25:48,cancelled,upi,0.0,0
406,1732,2023-08-20 07:25:22,completed,credit_card,10.81,5
407,1604,2024-09-13 16:08:26,processing,credit_card,21.04,10
408,75,2024-10-03 05:35:20,completed,cod,12.44,0
409,859,2024-08-10 19:54:44,cancelled,paypal,0.0,20
410,1586,2023-10-31 19:11:00,completed,debit_card,0.06,15
411,830,2024-02-08 09:12:46,completed,credit_card,21.85,0
412,572,2023-05-08 18:56:22,completed,credit_card,15.58,0
413,335,2023-04-08 01:29:48,completed,cod,18.22,10
414,94,2023-06-13 01:16:39,shipped,debit_card,16.73,0
415,458,2024-06-08 14:15:42,shipped,debit_card,12.28,15
416,1414,2025-03-06 08:12:39,shipped,debit_card,2.86,0
417,31,2025-05-02 21:43:52,completed,cod,0.69,0
418,788,2024-08-17 01:54:00,processing,wallet,10.39,5
419,1833,2024-04-08 05:23:44,shippd,debit_card,4.35,0
420,1658,2023-04-26 21:04:31,completed,debit_card,2.22,0
421,1680,2023-07-04 01:41:05,completed,paypal,16.91,0
422,675,2023-06-02 23:37:16,completed,upi,11.15,0
423,1554,2024-07-28 11:34:48,completed,debit_card,0.81,0
424,471,2025-01-17 10:44:15,completed,paypal,6.75,0
425,1404,2025-03-31 08:08:56,completed,cod,11.36,0
426,913,2024-08-09 00:47:08,completed,wallet,4.54,0
427,1830,2025-04-01 19:03:53,completed,credit_card,8.94,15
428,118,2024-06-03 19:07:25,shipped,paypal,17.34,15
429,659,2024-10-01 05:36:14,shipped,upi,11.0,0
430,431,2024-09-17 04:05:43,completed,debit_card,1.31,0
431,1334,2025-01-31 08:05:38,completed,upi,3.62,20
432,213,2024-10-21 22:51:22,completed,debit_card,4.12,0
433,1810,2023-01-31 00:33:19,processing,debit_card,9.8,20
434,407,2023-11-21 04:06:04,processing,paypal,8.29,0
435,888,2024-01-11 09:57:38,completed,cod,0.72,5
436,947,2023-09-03 10:48:14,completed,credit_card,3.52,10
437,1997,2025-05-24 22:04:27,completed,wallet,9.24,5
438,766,2023-02-06 08:13:33,completed,upi,6.63,0
439,1581,2023-05-01 18:53:28,shipped,debit_card,13.63,0
440,1961,2023-09-18 15:01:12,completed,paypal,19.93,20
441,1033,2025-05-11 04:56:00,completed,cod,4.26,20
442,271,2023-01-12 06:01:06,completed,wallet,11.84,15
443,910,2024-06-01 19:48:25,completed,cod,13.23,0
444,406,2023-04-27 21:40:15,completed,debit_card,1.44,0
445,470,2023-06-05 03:35:36,completed,upi,18.81,0
446,325,2025-04-08 01:23:56,completed,credit_card,4.2,15
447,727,2023-01-16 10:19:57,completed,debit_card,2.21,15
448,1744,2024-11-17 00:39:36,completed,paypal,10.26,0
449,1435,2025-04-18 09:29:51,completed,credit_card,6.66,10
450,340,2024-06-12 15:03:14,completed,upi,6.05,10
451,979,2023-07-29 16:15:29,completed,paypal,8.75,0
